T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.031784
0.815789,0.999905,-1.999621,0.004516,0.000000,0.059865
0.973684,0.999432,-1.997822,0.018728,0.000000,0.086164
1.131579,0.997917,-1.991858,0.055724,0.000000,0.111918
1.289474,0.995807,-1.983600,0.086540,0.000000,0.138128
1.447368,0.989014,-1.961655,0.192392,0.000001,0.165808
1.605263,0.978372,-1.923909,0.274001,0.000002,0.196219
1.763158,0.963537,-1.879772,0.371603,0.000003,0.231211
1.921053,0.933949,-1.796254,0.611348,0.000007,0.273923
2.078947,-0.261243,-1.680698,1.058441,0.002018,0.330283
2.087911,0.314693,-1.661443,1.012156,0.001866,0.334087
2.115725,0.872230,-1.658949,0.896505,0.000022,0.346405
2.116461,0.861177,-1.648632,1.019833,0.000032,0.346742
2.117471,0.849390,-1.639298,1.097244,0.000052,0.347205
2.130649,0.865985,-1.645684,0.889157,0.000022,0.353353
2.131567,0.858730,-1.641010,0.958135,0.000029,0.353788
2.141756,0.628088,-1.620738,1.079060,0.000919,0.358685
2.143887,-0.802964,-1.627990,1.052538,0.000242,0.359724
2.146871,0.560222,-1.614856,1.072718,0.001125,0.361187
2.154663,0.065954,-1.592383,1.213122,0.001892,0.365057
2.154883,-0.362021,-1.603491,1.091003,0.001595,0.365167
2.158698,0.841697,-1.610666,1.068113,0.000037,0.367089
2.164392,0.202567,-1.582786,1.200624,0.001778,0.369988
2.164592,0.567659,-1.588219,1.139356,0.001032,0.370091
2.165007,0.827425,-1.592180,1.148323,0.000052,0.370303
2.177220,0.833890,-1.596233,1.046612,0.000038,0.376659
2.180016,0.821496,-1.581825,1.253315,0.000055,0.378139
2.182059,0.366120,-1.574096,1.102304,0.001502,0.379226
2.187473,0.812338,-1.572993,1.260573,0.000057,0.382130
2.187487,0.817807,-1.565318,1.104223,0.000039,0.382137
2.196398,-0.159780,-1.558023,1.281059,0.001733,0.386992
2.218782,-0.246776,-1.525763,1.265351,0.001547,0.399584
2.219097,0.159320,-1.536743,1.230864,0.001683,0.399765
2.220793,0.116184,-1.534314,1.139731,0.001688,0.400742
2.220804,-0.038094,-1.542833,1.238194,0.001744,0.400748
2.225168,0.450414,-1.523319,1.260547,0.001146,0.403276
2.228885,0.374602,-1.496810,1.354081,0.001257,0.405444
2.230672,0.306130,-1.504741,1.379345,0.001388,0.406492
2.230809,-0.090306,-1.502884,1.284314,0.001600,0.406572
2.235786,0.268331,-1.519927,1.251678,0.001486,0.409507
2.236842,-0.227355,-1.489896,1.454618,0.001463,0.410132
2.236878,0.697214,-1.522880,1.341560,0.000387,0.410154
2.242109,-0.055072,-1.481773,1.315959,0.001564,0.413268
2.242181,0.025116,-1.500719,1.289473,0.001633,0.413311
2.243836,-0.479480,-1.514281,1.309295,0.001071,0.414302
2.249966,0.167670,-1.515167,1.211344,0.001607,0.417991
2.250636,0.213890,-1.479153,1.392619,0.001423,0.418397
2.255779,0.005143,-1.475129,1.410765,0.001518,0.421519
2.260374,0.009274,-1.485236,1.197044,0.001589,0.424325
2.262437,-0.262573,-1.494350,1.295192,0.001423,0.425589
2.270792,0.132680,-1.468408,1.384167,0.001471,0.430739
2.278847,0.044700,-1.450536,1.392063,0.001437,0.435740
2.280282,-0.502301,-1.445166,1.394726,0.000797,0.436635
2.280770,-0.105746,-1.446567,1.470950,0.001401,0.436939
2.282567,-0.080936,-1.452198,1.399668,0.001451,0.438060
2.284323,-0.356143,-1.431826,1.387068,0.001074,0.439157
2.289229,0.201231,-1.449883,1.483546,0.001363,0.442228
2.291987,-0.218639,-1.428713,1.473944,0.001257,0.443957
2.292484,0.132871,-1.440500,1.386103,0.001381,0.444269
2.294838,-0.006989,-1.425499,1.470468,0.001381,0.445746
2.295606,0.384468,-1.413259,1.534304,0.000956,0.446228
2.298272,0.267102,-1.410948,1.474681,0.001145,0.447903
2.298608,-0.137680,-1.420811,1.420295,0.001313,0.448115
2.299416,-0.127724,-1.445056,1.413397,0.001405,0.448622
2.300309,0.121737,-1.407141,1.513835,0.001293,0.449184
2.303118,0.067440,-1.437099,1.444922,0.001413,0.450950
2.307819,0.320357,-1.412315,1.413663,0.001071,0.453906
2.309430,0.461684,-1.418042,1.511108,0.000818,0.454920
2.311936,0.379014,-1.400961,1.485214,0.000956,0.456495
2.313913,0.226387,-1.378052,1.474585,0.001091,0.457738
2.318833,0.140687,-1.404881,1.467633,0.001269,0.460828
2.323694,-0.299679,-1.378476,1.431947,0.001029,0.463875
2.334372,-0.308153,-1.365579,1.458253,0.000981,0.470542
2.334925,0.118031,-1.376370,1.587097,0.001204,0.470886
2.336142,0.177132,-1.363644,1.414735,0.001117,0.471642
2.341825,0.194394,-1.336206,1.526903,0.001027,0.475164
2.344391,0.297400,-1.350665,1.467267,0.000944,0.476748
2.349395,0.110158,-1.360794,1.396260,0.001141,0.479825
2.351334,0.032611,-1.332702,1.405541,0.001090,0.481013
2.352613,0.013776,-1.336895,1.428887,0.001119,0.481794
2.367620,-0.149739,-1.333481,1.373374,0.001082,0.490870
2.370440,-0.071694,-1.322086,1.589729,0.001084,0.492553
2.373433,0.052746,-1.311553,1.364332,0.001051,0.494331
2.375626,-0.316567,-1.320084,1.376643,0.000827,0.495628
2.378696,0.140677,-1.330014,1.311587,0.001065,0.497435
2.381268,-0.045577,-1.317276,1.316169,0.001090,0.498942
2.394737,0.034803,-1.262404,1.432878,0.000894,0.506712
2.395438,-0.062866,-1.283576,1.325280,0.000961,0.507110
2.402940,0.132669,-1.249316,1.353882,0.000822,0.511341
2.409004,-0.018261,-1.255088,1.357919,0.000905,0.514709
2.456606,-0.092923,-1.204249,1.194175,0.000748,0.539495
2.495198,0.168658,-1.146720,1.091929,0.000528,0.557413
2.552632,0.029805,-1.112977,0.995745,0.000572,0.580763
2.710526,0.033324,-0.968924,0.737441,0.000329,0.629505
2.868421,0.003842,-0.913446,0.499890,0.000227,0.663911
3.026316,0.012591,-0.835503,0.408094,0.000134,0.690059
3.184211,-0.017069,-0.754756,0.367745,0.000080,0.711022
3.342105,0.019779,-0.688889,0.303920,0.000068,0.728490
3.500000,-0.015479,-0.675598,0.279913,0.000061,0.743477
